City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Carnarvon,AU,-24.8667,113.6333,78.8,73,90,5.75,overcast clouds
347,San Diego De Los Banos,CU,22.6467,-83.3697,82.2,60,21,10.04,few clouds
348,Disna,BY,55.568,28.1971,35.15,86,13,5.14,few clouds
349,Maurepas,FR,48.7649,1.9292,48.2,76,75,14.97,broken clouds
350,Tessalit,ML,20.1986,1.0114,93.42,8,0,8.84,clear sky
351,Vila Franca Do Campo,PT,37.7167,-25.4333,62.6,88,20,5.75,few clouds
352,Birao,CF,10.2849,22.7882,102.24,12,56,4.25,broken clouds
353,Kattivakkam,IN,13.2167,80.3167,80.6,78,20,6.91,few clouds
354,Carutapera,BR,-1.195,-46.02,85.5,64,38,7.0,scattered clouds
355,Ystad,SE,55.4297,13.8204,44.01,81,75,5.75,broken clouds
356,Gasa,PS,31.5,34.4667,66.99,100,0,3.0,clear sky
357,Pandharpur,IN,17.6667,75.3333,81.82,17,0,6.31,clear sky
358,Issoudun,FR,47.0,1.8333,55.4,81,90,18.41,overcast clouds
359,Bueno Brandao,BR,-22.4408,-46.3508,73.35,79,34,1.16,scattered clouds
360,Biedenkopf,DE,50.9167,8.5333,42.01,87,59,5.99,broken clouds
361,Amapa,BR,1.0,-52.0,84.2,73,99,2.66,overcast clouds
362,Mezen,RU,65.8522,44.24,27.61,96,100,3.4,overcast clouds
363,Sakakah,SA,29.9697,40.2064,82.4,13,3,3.44,clear sky
364,Husavik,IS,66.0449,-17.3389,26.6,86,0,4.61,clear sky
365,Adre,TD,13.4667,22.2,94.68,11,0,1.52,clear sky
366,Valdivia,CL,-39.8142,-73.2459,57.2,88,90,1.14,overcast clouds
367,Karpogory,RU,64.0019,44.4451,30.4,96,100,3.96,overcast clouds
368,Penzance,GB,50.1186,-5.5371,55.4,93,90,17.27,fog
369,Mandera,KE,3.9366,41.867,89.46,40,63,3.44,broken clouds
370,Klaebu,NO,63.2976,10.4826,41.0,75,75,11.5,broken clouds
371,Waddan,LY,29.1614,16.139,67.62,29,0,16.33,clear sky
372,La Rioja,ES,42.25,-2.5,55.99,62,40,10.36,scattered clouds
373,Praia,CV,14.9215,-23.5087,84.2,37,0,18.41,clear sky
374,Nikki,BJ,9.9401,3.2108,98.96,12,62,7.76,broken clouds
375,Birjand,IR,32.8663,59.2211,60.8,13,0,9.22,clear sky
376,Sovetskiy,RU,61.3614,63.5842,20.39,94,99,6.06,overcast clouds
377,Kuzino,RU,57.0224,59.4412,15.75,90,100,10.56,overcast clouds
378,Rehoboth,NA,-23.3167,17.0833,81.72,32,61,18.16,broken clouds
379,Jaciara,BR,-15.9653,-54.9683,86.77,62,21,3.36,few clouds
380,Garwolin,PL,51.8975,21.6147,46.99,66,79,2.39,broken clouds
381,Coihaique,CL,-45.5752,-72.0662,62.6,48,75,9.22,broken clouds
382,Margate,GB,51.3813,1.3862,51.01,53,62,4.0,broken clouds
383,Inhambane,MZ,-23.865,35.3833,86.0,62,40,12.66,scattered clouds
384,Nalut,LY,30.3333,10.85,69.03,25,19,8.52,few clouds
385,Hofn,IS,64.2539,-15.2082,37.4,93,90,5.75,light rain
386,Grindavik,IS,63.8424,-22.4338,42.8,87,75,37.98,moderate rain
387,Sanary-Sur-Mer,FR,43.1178,5.8001,60.01,45,16,11.01,few clouds
388,Bokovskaya,RU,49.229,41.8306,34.41,83,100,9.98,overcast clouds
389,Agua Branca,BR,-5.8922,-42.6361,83.89,74,78,2.53,broken clouds
390,Burla,IN,21.5,83.8667,76.62,26,0,2.75,clear sky
391,Maceio,BR,-9.6658,-35.7353,86.0,54,40,11.5,scattered clouds
392,Nova Olimpia,BR,-14.7972,-57.2881,82.72,81,89,4.18,overcast clouds
393,Sambava,MG,-14.2667,50.1667,79.18,86,100,11.16,moderate rain
394,Melito Di Porto Salvo,IT,37.9222,15.7714,59.0,51,75,17.27,broken clouds
395,Gander,CA,48.9682,-54.5906,24.8,80,90,18.41,snow
396,Salalah,OM,17.0151,54.0924,78.8,73,0,4.61,clear sky
397,Moose Factory,CA,51.2585,-80.6094,6.8,56,40,10.36,scattered clouds
398,Benghazi,LY,32.1167,20.0667,61.05,63,21,22.82,few clouds
399,Saint-Pierre,RE,-21.3393,55.4781,82.4,65,0,1.14,light rain
400,Quime,BO,-16.9833,-67.2167,56.28,85,100,5.59,light rain
401,Ejura,GH,7.3856,-1.3562,96.55,28,91,3.13,overcast clouds
402,Ngaoundere,CM,7.3167,13.5833,82.78,37,100,6.4,overcast clouds
403,Galle,LK,6.0367,80.217,80.2,78,19,3.96,few clouds
404,Havre-Saint-Pierre,CA,50.2334,-63.5986,5.0,39,1,17.27,clear sky
405,Sao Joao Da Barra,BR,-21.6403,-41.0511,87.8,51,20,5.75,few clouds
406,Vestmannaeyjar,IS,63.4427,-20.2734,41.0,93,90,35.68,drizzle
407,Kulhudhuffushi,MV,6.6221,73.07,83.48,71,37,8.05,scattered clouds
408,Guider,CM,9.9342,13.9486,105.8,15,97,8.46,dust
409,Teguise,ES,29.0605,-13.564,73.4,56,20,12.66,few clouds
410,Koulikoro,ML,14.0,-7.75,98.17,10,0,11.48,clear sky
411,Santa Isabel,BR,-23.3156,-46.2214,80.6,54,40,3.44,scattered clouds
412,Maracacume,BR,-2.0428,-45.9592,83.98,78,13,3.98,moderate rain
413,Scarborough,GB,54.2797,-0.4044,51.01,66,88,4.0,overcast clouds
414,Porciuncula,BR,-20.9628,-42.0408,86.13,61,5,3.04,clear sky
415,Sur,OM,22.5667,59.5289,75.29,62,0,1.52,clear sky
416,Derzhavinsk,KZ,51.1,66.3167,0.36,79,37,4.12,scattered clouds
417,Karlskrona,SE,56.1616,15.5866,39.2,93,75,6.91,broken clouds
418,Bembereke,BJ,10.2283,2.6634,97.9,12,71,7.29,broken clouds
419,Ramotswa,BW,-24.8716,25.8699,80.6,36,20,3.44,few clouds
420,Sangolqui,EC,-0.3341,-78.4522,59.0,77,90,3.44,moderate rain
421,Wittmund,DE,53.5667,7.7833,44.6,70,75,17.27,broken clouds
422,Tshane,BW,-24.0196,21.8684,84.07,31,89,6.93,overcast clouds
423,Kasane,BW,-17.8167,25.15,73.36,81,65,5.7,light rain
424,Richards Bay,ZA,-28.783,32.0377,78.28,73,0,12.86,clear sky
425,Walvis Bay,NA,-22.9575,14.5053,77.0,47,2,18.41,clear sky
426,Meulaboh,ID,4.1363,96.1285,79.97,79,100,1.23,overcast clouds
427,Liverpool,GB,53.4106,-2.9779,53.6,71,75,14.97,broken clouds
428,Fomboni,KM,-12.28,43.7425,84.22,64,3,6.35,clear sky
429,Saint Anthony,US,45.0205,-93.218,30.99,59,90,11.5,light snow
430,Dwarka,IN,22.2394,68.9678,77.65,69,0,13.2,clear sky
431,Santa Cruz Cabralia,BR,-16.2781,-39.0247,84.2,54,20,10.36,few clouds
432,Imbituba,BR,-28.24,-48.6703,82.4,74,20,11.5,few clouds
433,Aurdal,NO,60.9242,9.4159,43.0,51,80,3.06,broken clouds
434,South Patrick Shores,US,28.2022,-80.6095,79.0,64,1,8.05,clear sky
435,Micheweni,TZ,-4.9667,39.8333,82.98,67,1,10.78,clear sky
436,Kodinar,IN,20.7903,70.7031,77.23,60,0,10.69,clear sky
437,Cap Malheureux,MU,-19.9842,57.6142,81.0,81,84,4.0,broken clouds
438,Parana,AR,-31.732,-60.5238,89.53,21,100,9.64,overcast clouds
439,Paragominas,BR,-2.9667,-47.4833,88.05,59,57,3.78,moderate rain
440,Jumla,NP,29.2747,82.1838,44.78,72,6,4.32,clear sky
441,Makat,KZ,47.6469,53.3463,27.37,60,3,14.27,clear sky
442,Kisangani,CD,0.5167,25.2,87.8,58,40,9.22,scattered clouds
443,Greytown,ZA,-29.0642,30.5928,71.04,54,0,3.65,clear sky
444,San Borja,BO,-14.8167,-66.85,82.6,74,100,2.13,light rain
445,Lodja,CD,-3.4833,23.4333,84.07,59,100,1.16,overcast clouds
446,San Andres,CO,12.5847,-81.7006,84.2,65,20,14.97,few clouds
447,Maarianhamina,AX,60.0973,19.9348,33.8,86,0,3.44,clear sky
448,Bilma,NE,18.6853,12.9164,97.2,8,0,13.13,clear sky
449,Fonte Boa,BR,-2.4959,-66.2662,75.94,92,100,2.91,overcast clouds
450,Maniwaki,CA,46.3834,-75.966,6.8,51,13,8.05,few clouds
451,Kisujszallas,HU,47.2167,20.7667,48.2,46,0,18.41,light rain
452,Campobello Di Mazara,IT,37.6358,12.7443,59.0,58,20,17.27,few clouds
453,Ust-Tsilma,RU,65.441,52.1498,28.65,94,100,5.75,overcast clouds
454,Belle Glade,US,26.6845,-80.6676,80.01,63,0,1.99,clear sky
455,Parksepa,EE,57.9062,26.9836,39.2,60,20,16.11,few clouds
456,Manzil Kamil,TN,35.6248,10.6673,62.6,42,40,17.27,scattered clouds
457,Toledo,ES,39.8333,-4.0,63.0,30,0,2.66,clear sky
458,Krasnoye,UA,49.9145,24.6134,39.2,75,90,8.95,overcast clouds
459,Filingue,NE,14.3521,3.3168,101.19,10,90,7.47,overcast clouds
460,Lusaka,ZM,-15.4067,28.2871,67.95,90,91,7.2,light rain
461,Adwa,ET,14.1646,38.8955,75.63,25,94,16.64,overcast clouds
462,Chiredzi,ZW,-21.05,31.6667,77.54,56,0,5.44,clear sky
463,Nuuk,GL,64.1835,-51.7216,26.6,68,75,4.61,broken clouds
464,Trelew,AR,-43.249,-65.3051,87.1,25,74,10.31,broken clouds
465,Albanel,CA,48.8832,-72.4487,-4.0,54,91,11.5,overcast clouds
466,Nizhniy Baskunchak,RU,48.2198,46.8311,31.8,49,97,15.55,overcast clouds
467,Opochka,RU,56.7105,28.6617,34.25,86,73,5.57,broken clouds
468,Los Llanos De Aridane,ES,28.6585,-17.9182,68.0,68,75,13.8,broken clouds
469,Vila Velha,BR,-20.3297,-40.2925,87.01,65,40,12.66,scattered clouds
470,Carmen Del Parana,PY,-27.2333,-56.2167,93.2,40,0,8.05,clear sky
471,Roros,NO,62.5747,11.3842,33.8,69,40,6.91,scattered clouds
472,Pozo Colorado,PY,-23.4923,-58.7972,99.77,29,16,7.31,few clouds
473,Santa Cruz De Tenerife,ES,28.4682,-16.2546,63.0,82,75,13.8,broken clouds
474,Qaqortoq,GL,60.7167,-46.0333,41.0,33,75,27.63,broken clouds
475,Elizabeth City,US,36.2946,-76.2511,46.99,31,1,13.8,clear sky
476,Kousseri,CM,12.0769,15.0306,107.6,11,59,4.61,broken clouds
477,Bereda,ES,43.2686,-7.5406,60.01,68,0,14.0,clear sky
478,Millinocket,US,45.6573,-68.7098,6.8,47,20,13.8,few clouds
479,Vaxjo,SE,56.8777,14.8091,39.0,100,100,5.75,moderate rain
480,Kasempa,ZM,-13.4584,25.8338,70.77,91,100,3.98,light rain
481,Maniitsoq,GL,65.4167,-52.9,21.02,82,100,31.52,overcast clouds
482,Japura,ID,-0.3167,102.35,75.15,96,57,1.95,broken clouds
483,Kursenai,LT,55.985,22.9189,37.4,93,75,6.91,broken clouds
484,Santa Cruz,BO,-17.8,-63.1667,80.6,74,75,4.61,broken clouds
485,Rocha,UY,-34.4833,-54.3333,80.4,52,0,8.5,clear sky
486,Hickory,US,35.7332,-81.3412,54.0,37,90,11.5,overcast clouds
487,Mineros,BO,-17.1167,-63.2333,80.6,74,75,3.44,broken clouds
488,Chicama,PE,-7.8447,-79.1469,71.6,88,37,5.75,fog
489,Balezino,RU,57.9796,53.0106,30.22,93,100,14.29,snow
490,Laguna De Perlas,NI,12.3429,-83.6712,84.2,74,40,6.91,scattered clouds
491,Santa Maria,BR,-29.6842,-53.8069,80.6,65,20,10.36,few clouds
492,Perelyub,RU,51.8667,50.3667,12.94,93,72,10.25,broken clouds
493,Pisco,PE,-13.7,-76.2167,78.8,61,0,10.36,clear sky
494,Sirohi,IN,24.8833,72.8667,73.94,21,0,3.76,clear sky
495,Rudsar,IR,37.1376,50.288,48.2,76,75,4.61,broken clouds
496,Kindu,CD,-2.95,25.95,83.28,64,84,1.07,broken clouds
497,Punta Umbria,ES,37.1821,-6.9661,66.38,57,91,2.8,overcast clouds
498,Thinadhoo,MV,0.5333,72.9333,82.71,71,99,5.14,overcast clouds
499,Lubben,DE,51.95,13.9,45.0,73,84,1.99,broken clouds
500,Puerto Suarez,BO,-18.95,-57.8,89.6,62,75,4.61,broken clouds
501,Bhitarwar,IN,25.8,78.1167,82.0,23,48,2.95,scattered clouds
502,Kaka,TM,37.3482,59.6143,42.49,56,16,6.55,few clouds
503,Baraki Barak,AF,33.9675,68.9486,52.7,38,100,1.74,overcast clouds
504,Spring Hill,US,28.4769,-82.5255,80.01,50,1,3.44,clear sky
505,Severnoye,RU,56.3491,78.3619,5.14,97,100,8.21,overcast clouds
506,Bodo,NO,67.28,14.405,39.2,65,40,8.05,scattered clouds
507,Kita,ML,13.0349,-9.4895,102.34,9,0,6.38,clear sky
508,Taoudenni,ML,22.6783,-3.9836,90.01,11,0,12.08,clear sky
509,Libreville,GA,0.3925,9.4537,80.6,89,40,5.75,scattered clouds
510,Ciudad Bolivar,VE,8.1222,-63.5497,88.54,51,83,9.17,broken clouds
511,Gamba,GA,-2.65,10.0,77.36,84,93,3.11,light rain
512,Saint-Francois,FR,46.4154,3.9054,48.99,81,75,18.41,broken clouds
513,Opelika,US,32.6454,-85.3783,72.0,82,90,6.91,overcast clouds
514,Le Mans,FR,48.0,0.2,55.4,62,90,11.5,overcast clouds
515,Amravati,IN,20.9333,77.75,84.25,18,28,9.01,scattered clouds
516,Glen Allen,US,37.666,-77.5064,45.0,22,1,7.23,clear sky
517,Omboue,GA,-1.5746,9.2618,79.18,81,96,4.99,moderate rain
518,Puerto Carreno,CO,6.189,-67.4859,96.17,36,26,8.34,scattered clouds
519,Ajdabiya,LY,30.7554,20.2263,62.37,59,2,20.42,clear sky
520,Hurghada,EG,27.2574,33.8129,78.8,27,0,6.91,clear sky
521,Funadhoo,MV,6.15,73.2667,83.66,74,79,10.63,broken clouds
522,Presidente Epitacio,BR,-21.7633,-52.1156,89.33,47,65,3.56,broken clouds
523,Brae,GB,60.3964,-1.353,42.8,70,40,9.22,scattered clouds
524,Entre Rios,BR,-11.9419,-38.0844,86.5,51,62,8.12,broken clouds
525,Allapalli,IN,19.4167,80.0667,81.32,24,0,1.12,clear sky
526,Talcahuano,CL,-36.7167,-73.1167,59.0,82,90,8.05,overcast clouds
527,Olenino,RU,56.2092,33.4889,30.65,91,84,5.68,broken clouds
528,Beyla,GN,8.6833,-8.6333,94.89,19,2,3.76,clear sky
529,Vondrozo,MG,-22.8167,47.2833,68.92,98,97,2.15,light rain
530,Guarapari,BR,-20.6667,-40.4975,87.01,65,40,12.66,scattered clouds
531,Marsa Matruh,EG,31.3525,27.2453,64.4,68,0,8.05,clear sky
532,Agadez,NE,19.75,10.25,90.59,10,0,10.58,clear sky
533,Woodlyn,US,39.8723,-75.3371,36.0,23,20,19.57,few clouds
534,Pianoro,IT,44.393,11.3423,60.01,33,0,3.44,clear sky
535,Asti,IT,44.8979,8.2068,63.0,32,0,4.0,clear sky
536,Yubileynyy,RU,58.781,57.7778,19.99,67,98,4.0,overcast clouds
537,Noyabrsk,RU,63.1994,75.4507,13.93,93,100,12.5,overcast clouds
538,Stykkisholmur,IS,65.0757,-22.7297,35.06,87,100,12.97,snow
539,Doha,QA,25.2867,51.5333,73.4,68,0,6.91,clear sky
540,Bull Savanna,JM,17.8868,-77.5902,79.66,62,1,6.91,clear sky
541,Mitsamiouli,KM,-11.3847,43.2844,82.81,73,64,4.99,broken clouds
542,Mana,GF,5.6592,-53.7767,80.44,75,99,9.26,overcast clouds
543,Kondoa,TZ,-4.9,35.7833,68.97,65,16,3.53,few clouds
544,Salinopolis,BR,-0.6136,-47.3561,81.7,82,89,7.29,overcast clouds
545,Oyem,GA,1.5995,11.5793,78.48,65,100,3.83,overcast clouds
546,Andenes,NO,69.3143,16.1194,35.6,69,75,20.71,broken clouds
547,Puerto Leguizamo,CO,-0.1934,-74.7819,80.46,81,96,4.09,overcast clouds
548,Korla,CN,41.7597,86.1469,49.41,37,0,22.15,clear sky
549,Kastamonu,TR,41.5,33.6667,47.8,72,65,4.81,light rain
550,Allada,BJ,6.6655,2.1514,87.8,70,20,13.8,few clouds
551,Saryozek,KZ,44.3583,77.9753,22.37,71,100,6.64,overcast clouds
552,Afua,BR,-0.1567,-50.3867,85.21,69,14,5.32,few clouds
553,Boda,CF,4.3189,17.4695,76.19,76,100,6.31,overcast clouds
554,Nkowakowa,ZA,-23.8878,30.2871,73.4,40,0,9.22,clear sky
555,Reconquista,AR,-29.15,-59.65,94.12,31,45,7.76,scattered clouds
556,Port-Cartier,CA,50.0334,-66.8654,6.01,39,20,18.41,few clouds
557,Selma,US,36.5708,-119.6121,42.8,93,40,8.05,scattered clouds
558,Lincoln,US,40.8,-96.667,42.01,95,100,5.99,overcast clouds
559,Bonthe,SL,7.5264,-12.505,86.29,59,19,13.91,few clouds
560,Taltal,CL,-25.4,-70.4833,69.19,71,41,6.69,scattered clouds
561,Paamiut,GL,61.994,-49.6678,28.36,94,100,18.48,overcast clouds
562,West Bay,KY,19.3667,-81.4167,80.01,88,75,6.91,broken clouds
563,Solano,US,38.2333,-121.9511,44.01,75,1,9.22,clear sky
564,Warrington,GB,53.3925,-2.5802,54.0,71,75,14.97,broken clouds
565,Brusque,BR,-27.0981,-48.9175,87.01,78,40,5.75,scattered clouds
566,Asosa,ET,10.0667,34.5333,78.78,29,96,4.36,overcast clouds
567,Shiraz,IR,29.6036,52.5388,64.4,9,0,6.91,clear sky
568,Karachi,PK,24.9056,67.0822,78.8,73,0,10.36,clear sky
569,Sarh,TD,9.1429,18.3923,87.8,42,56,13.8,broken clouds
570,Karasjok,NO,69.4719,25.5112,30.2,86,75,8.05,light snow
571,Khorixas,NA,-20.3667,14.9667,82.54,44,96,6.29,light rain
572,Junin,AR,-34.5838,-60.9433,77.0,24,97,14.36,light rain
573,Isla Mujeres,MX,21.2311,-86.731,82.4,65,40,17.27,scattered clouds
574,Tashtyp,RU,52.7939,89.8983,13.44,90,100,5.23,overcast clouds
575,Jamsa,FI,61.8642,25.19,33.8,86,90,8.05,overcast clouds
576,Ladario,BR,-19.0047,-57.6017,89.6,74,75,3.44,broken clouds
577,Itupiranga,BR,-5.1347,-49.3267,77.0,94,90,2.3,overcast clouds
578,San Javier,ES,37.8063,-0.8374,64.4,68,20,9.22,few clouds
579,Dakar,SN,14.6937,-17.4441,77.0,57,0,12.66,clear sky
580,Montepuez,MZ,-13.1256,38.9997,72.55,91,2,3.98,clear sky
581,Shinpokh,PK,34.3292,71.1782,68.0,52,75,9.22,haze
582,Kericho,KE,-0.3677,35.2831,84.2,45,75,12.66,broken clouds
583,Cotonou,BJ,6.3654,2.4183,87.8,70,20,13.8,few clouds
584,Villa Rica,US,33.7321,-84.9191,63.0,82,100,3.0,overcast clouds
585,Megion,RU,61.0296,76.1136,15.8,67,0,8.95,clear sky
586,Shelburne,CA,44.0787,-80.2041,24.01,39,0,7.18,clear sky
587,Borovichi,RU,58.3878,33.9155,33.26,92,100,9.66,overcast clouds
588,Hit,IQ,33.6416,42.8251,69.12,26,87,12.26,overcast clouds
589,Salamiyah,SY,35.0113,37.0532,57.6,59,33,13.85,scattered clouds
590,Mahon,ES,39.8885,4.2658,57.2,67,20,10.36,few clouds
591,Soyo,AO,-6.1349,12.3689,84.2,79,75,9.22,light rain
592,Emba,KZ,48.8264,58.1442,4.51,80,0,4.05,clear sky
593,Crixas,BR,-14.5489,-49.9692,83.46,65,32,4.36,scattered clouds
594,Cassilandia,BR,-19.1133,-51.7342,84.33,60,4,5.46,clear sky
595,Turkistan,KZ,43.0,68.0,29.16,63,100,5.95,overcast clouds
596,Shetpe,KZ,44.1667,52.1167,33.39,45,5,14.27,clear sky
597,Great Yarmouth,GB,52.6083,1.7305,48.99,61,20,16.11,few clouds
598,Olinda,BR,-8.0089,-34.8553,82.4,61,40,11.5,scattered clouds
599,Bonfim,BR,3.0833,-59.95,78.8,83,40,13.8,heavy intensity rain
600,Raudeberg,NO,61.9875,5.1352,37.99,92,99,18.66,overcast clouds
601,Keuruu,FI,62.2667,24.7,33.8,86,90,8.05,overcast clouds
602,Biograd Na Moru,HR,43.9433,15.4519,53.6,35,20,16.11,few clouds
603,Saint-Joseph,RE,-21.3667,55.6167,82.4,65,0,1.14,clear sky
604,Svetlyy,RU,54.675,20.1347,42.8,75,40,4.47,scattered clouds
605,Clarence Town,AU,-32.5833,151.7833,60.01,94,40,4.61,scattered clouds
606,Thabazimbi,ZA,-24.5917,27.4116,80.76,37,41,1.88,scattered clouds
607,Suez,EG,29.9737,32.5263,70.72,44,29,12.66,scattered clouds
608,Buraydah,SA,26.326,43.975,86.0,30,40,5.75,dust
609,Prainha,BR,-1.8,-53.48,85.59,64,94,3.91,overcast clouds
610,Muhos,FI,64.808,25.9931,35.01,86,75,5.75,broken clouds
611,Macon,US,39.8667,-88.9668,33.8,86,90,17.27,moderate rain
612,Biscarrosse,FR,44.3945,-1.1672,53.6,82,90,11.5,overcast clouds
613,Loviisa,FI,60.4566,26.2251,33.01,96,100,1.01,light snow
614,Naryan-Mar,RU,67.6713,53.087,15.1,95,100,7.18,overcast clouds
615,Siuna,NI,13.7332,-84.7773,82.42,52,50,4.63,scattered clouds
616,Eirunepe,BR,-6.6603,-69.8736,79.45,79,100,1.12,overcast clouds
617,Gouyave,GD,12.1646,-61.7296,84.2,70,40,20.71,scattered clouds
618,Malkangiri,IN,18.35,81.9,81.16,38,43,3.69,scattered clouds
619,Abu Samrah,SY,35.3029,37.1841,57.78,60,37,14.29,scattered clouds
620,San Pedro,PH,14.35,121.0167,80.6,89,75,2.3,broken clouds
621,Quelimane,MZ,-17.8786,36.8883,84.2,70,40,4.61,scattered clouds
622,Eatonton,US,33.3268,-83.3885,69.8,39,40,4.61,scattered clouds
623,Nouadhibou,MR,20.931,-17.0347,67.35,66,0,18.41,clear sky
624,Martil,MA,35.6166,-5.2752,62.6,82,75,13.8,broken clouds
625,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,97.0,31,0,1.99,clear sky
626,Freeport,US,40.6576,-73.5832,30.99,22,1,16.11,clear sky
627,Edremit,TR,39.5961,27.0244,57.2,67,75,9.22,broken clouds
628,Miraflores,MX,19.2167,-98.8083,62.6,45,1,4.61,clear sky
629,Makungu,TZ,-8.7333,35.2833,65.79,95,69,2.62,moderate rain
630,Mecca,SA,21.4267,39.8261,86.74,29,0,17.58,clear sky
631,Gobabis,NA,-22.45,18.9667,79.93,39,95,6.51,overcast clouds
632,Antalaha,MG,-14.9003,50.2788,77.99,88,99,9.01,light rain
633,Madimba,TZ,-10.4,40.3333,80.6,89,40,9.22,scattered clouds
634,Redcliffe,AU,-27.2307,153.0973,71.01,94,75,8.05,broken clouds
635,Chaumont,FR,48.1167,5.1333,46.0,82,77,8.01,broken clouds
636,Safaga,EG,26.7292,33.9365,78.8,27,0,6.91,clear sky
637,Salair,RU,54.2312,85.7972,10.09,91,100,10.36,overcast clouds
638,Shahreza,IR,32.0339,51.8794,55.49,35,88,2.59,overcast clouds
639,Niquelandia,BR,-14.4739,-48.4597,81.82,68,56,4.52,broken clouds
640,Alvorada,BR,-12.48,-49.1247,80.4,79,80,4.07,broken clouds
641,Rena,NO,61.1348,11.3641,36.81,85,39,5.84,scattered clouds
642,Bentiu,SS,9.2333,29.8333,94.77,27,100,8.43,overcast clouds
643,Lucea,JM,18.451,-78.1736,84.2,65,20,14.97,few clouds
644,Alem Paraiba,BR,-21.8878,-42.7044,84.83,63,12,3.96,few clouds
645,Kharan,PK,28.5833,65.4167,69.1,17,31,0.89,scattered clouds
646,Marawi,PH,7.9986,124.2928,75.99,92,89,5.99,overcast clouds
647,Nakhabino,RU,55.8514,37.1814,37.4,87,90,11.18,overcast clouds
648,Kuopio,FI,62.8924,27.677,35.6,87,90,2.3,overcast clouds
649,Marica,BR,-22.9194,-42.8186,95.0,78,20,12.66,few clouds
650,Chillicothe,US,39.3331,-82.9824,35.01,44,1,12.66,clear sky
651,Nagua,DO,19.3832,-69.8474,77.0,78,40,6.08,scattered clouds
652,Saint-Ambroise,CA,48.5501,-71.3324,3.99,65,100,16.11,overcast clouds
653,Azuaga,ES,38.2667,-5.6833,64.99,40,0,7.0,clear sky
654,Cape Canaveral,US,28.4058,-80.6048,78.01,69,20,4.38,few clouds
655,Saint-Georges,GD,12.0564,-61.7485,84.2,70,40,20.71,scattered clouds
656,Chilca,PE,-12.5211,-76.7372,77.0,69,0,8.05,clear sky
657,Jacmel,HT,18.2342,-72.5347,84.2,51,20,4.61,few clouds
658,Rio Gallegos,AR,-51.6226,-69.2181,60.8,41,20,31.07,few clouds
659,Duku,NG,11.2361,4.9073,102.65,10,0,7.65,clear sky
660,Naron,ES,43.5167,-8.1528,59.0,67,0,9.22,clear sky
661,Erdemli,TR,36.605,34.3084,55.96,84,96,7.61,overcast clouds
662,Kayes,ML,14.0,-11.0,102.34,9,0,9.51,clear sky
663,Awjilah,LY,29.1081,21.2869,66.69,38,10,19.93,clear sky
664,Pietersburg,ZA,-23.9045,29.4688,80.6,36,20,5.75,few clouds
665,Iralaya,HN,15.0,-83.2333,82.4,74,20,5.75,few clouds
666,Dera Ghazi Khan,PK,30.0561,70.6348,72.88,32,39,4.92,scattered clouds
667,Unai,BR,-16.3575,-46.9061,80.56,66,99,3.06,overcast clouds
668,Perleberg,DE,53.0667,11.8667,44.01,85,97,1.99,light rain
669,Henties Bay,NA,-22.116,14.2845,68.0,80,1,10.0,clear sky
670,Les Cayes,HT,18.2,-73.75,80.82,64,14,4.45,few clouds
671,Gat,IL,31.61,34.7642,66.99,100,0,1.01,clear sky
672,Dombas,NO,62.0696,9.1235,29.03,87,40,6.17,scattered clouds
673,Caconda,AO,-13.7333,15.0667,67.93,81,85,8.21,moderate rain
674,Grootfontein,NA,-19.5667,18.1167,78.8,61,20,2.3,few clouds
675,Villa Carlos Paz,AR,-31.4241,-64.4978,66.2,88,40,8.05,scattered clouds
676,Bakchar,RU,57.0186,82.0711,5.05,96,100,7.2,overcast clouds
677,Bud,US,39.447,-86.1758,35.01,63,100,21.52,overcast clouds
678,Berlevag,NO,70.8578,29.0864,30.2,64,75,18.41,broken clouds
679,Tubuala,PA,9.5167,-79.0333,88.0,54,40,4.61,scattered clouds
680,Ronse,BE,50.7505,3.6049,51.01,67,8,5.01,clear sky
681,Shache,CN,38.4167,77.2406,58.68,17,20,8.72,few clouds
682,Umba,RU,66.6871,34.3429,28.17,97,100,3.24,overcast clouds
683,Lasa,IT,46.6166,10.7002,57.2,80,90,6.91,overcast clouds
684,Ouadda,CF,8.0777,22.4007,92.48,26,100,5.37,overcast clouds
685,Duiwelskloof,ZA,-23.6934,30.14,73.63,49,0,3.44,clear sky
686,Prikubanskiy,RU,45.0015,41.1795,35.74,88,98,17.65,overcast clouds
687,Goderich,CA,43.7501,-81.7165,26.6,39,0,12.66,clear sky
688,Syracuse,IT,37.0881,15.2792,60.8,41,20,8.05,few clouds
689,Tvedestrand,NO,58.622,8.9315,46.0,57,0,10.36,clear sky
690,Obukhiv,UA,50.11,30.6227,41.0,100,90,8.95,mist
691,Poco Branco,BR,-5.6228,-35.6628,87.8,58,75,10.36,broken clouds
692,Odweyne,SO,9.4092,45.064,76.68,44,26,12.06,scattered clouds
693,Riyadh,SA,24.6877,46.7219,84.2,9,25,13.8,dust
694,Ust-Kalmanka,RU,52.1207,83.305,9.37,92,100,6.89,overcast clouds
695,Lar,IN,26.2039,83.9717,75.0,21,0,5.99,clear sky
696,General Pico,AR,-35.6566,-63.7568,81.1,49,100,21.03,overcast clouds
697,Maridi,SS,4.9158,29.4742,79.39,54,89,2.1,light rain
